,工作名称,公司名称,公司规模,公司性质,月薪,工作经验,招聘人数,最低学历,工作性质,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
8638,客户经理,北京外设天下电子商务有限公司 ,20-99人,民营,5000.5,不限,1,本科,全职,True,False,False,False,False,False,False,True,False
8639,客户经理,北京极客邦科技有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,False,True,True,False,False
8640,客户经理,北京容大友信科技有限公司 ,20-99人,民营,8000.0,不限,3,不限,全职,True,False,False,True,True,False,False,False,False
8641,客户经理,深圳市中旭企业管理股份有限公司北京咨询分公司 ,20-99人,民营,6000.0,不限,10,不限,全职,True,False,True,True,True,False,False,False,False
8642,客户经理,北京瑞瀚资产管理有限公司 ,20-99人,民营,6000.0,不限,3,大专,全职,True,False,True,True,False,True,True,False,False
8643,教育行业大客户经理,宏碁电脑（上海）有限公司 acer computer (shanghai)Ltd. ,500-999人,外商独资,12500.5,3-5年,1,本科,全职,True,False,True,False,False,False,False,True,False
8644,客户经理,北京力坚消防科技有限公司 ,20-99人,外商独资,7000.5,不限,1,大专,全职,True,False,False,True,True,True,True,False,False
8645,客户经理,北京必浩得知识产权代理有限公司 ,20-99人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,True,True,False,False,False
8646,接受18届实习生 销售储备干部,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,5,本科,全职,True,False,True,False,True,False,False,False,False
8647,私人高端理财顾问,北京源石创世财富资产管理有限公司 ,1000-9999人,上市公司,5000.5,1-3年,5,本科,全职,True,False,True,False,True,False,False,False,False
8648,客户经理,北京聚优世纪网络科技有限公司 ,20-99人,民营,5000.0,不限,3,大专,全职,True,False,True,True,False,True,False,False,False
8649,广告客户经理（SSP）,道有道(北京)科技股份有限公司 ,100-499人,上市公司,11500.0,1-3年,2,本科,全职,True,False,False,False,True,True,True,False,False
8650,工程咨询客户经理,北京国融兴华工程项目管理有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,True,True,True,True,False,False,False
8651,客户经理,北京易成时代科技有限公司 ,100-499人,股份制企业,17500.5,1-3年,20,大专,全职,True,False,False,False,False,False,True,True,False
8652,客户经理（五险一金+双休）,高塔品牌顾问(北京)有限公司 ,100-499人,民营,7000.5,不限,1,不限,全职,True,False,False,False,False,True,True,False,False
8653,客户经理,工汇(北京)科技有限公司 ,100-499人,民营,7000.5,不限,10,大专,全职,True,False,False,True,True,True,True,False,False
8654,项目经理,北京华融达科技有限公司 ,20-99人,民营,10000.0,1-3年,5,大专,全职,False,False,False,False,False,False,False,False,False
8655,客户经理,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,5,大专,全职,True,False,False,False,False,True,True,False,False
8656,业务经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,12500.5,1-3年,3,本科,全职,True,False,False,False,False,False,True,False,False
8657,市场开发经理,上唐海外工程有限公司 ,100-499人,民营,8000.0,1-3年,3,大专,全职,True,False,True,False,False,True,False,True,False
8658,1001客户经理,北京字节跳动科技有限公司 ,10000人以上,民营,9000.5,不限,5,大专,全职,False,False,False,False,True,True,False,False,False
8659,客户经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,7000.5,1-3年,1,本科,全职,True,False,False,True,False,True,True,False,False
8660,云计算大客户经理,北京环宇数通科技有限公司 ,100-499人,民营,9000.0,1-3年,5,大专,全职,False,False,False,True,True,True,True,False,False
8661,销售总监经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,3-5年,3,本科,全职,True,False,True,True,True,False,False,False,False
8662,客户经理,平安普惠信息服务有限公司北京丰台北路分公司 ,10000人以上,上市公司,25000.5,不限,2,大专,全职,False,False,False,False,True,False,False,False,False
8663,招商经理,北京易贝乐科技文化股份有限公司 ,100-499人,合资,17500.5,不限,1,不限,全职,True,False,False,False,True,True,False,False,False
8664,高级客户经理,北京恒远鑫达信息咨询有限公司第三分公司 ,1000-9999人,民营,7000.5,不限,10,不限,全职,True,False,False,True,False,False,False,False,False
8665,客户经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,1-3年,1,大专,全职,True,False,True,True,True,False,False,False,False
8666,商务经理,北京世玩互娱信息技术有限公司 ,20-99人,外商独资,12000.0,1-3年,10,本科,全职,True,False,False,True,False,True,False,False,False
8667,客户经理,北京华信博达管理顾问有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
8668,客户经理,北京瑞科润业信息科技有限公司 ,100-499人,民营,7000.5,3-5年,10,本科,全职,True,False,False,False,True,False,False,False,False
8669,客户经理,北京民生智库科技信息咨询有限公司 ,20-99人,民营,7000.0,1-3年,3,大专,全职,True,False,True,False,False,False,False,False,False
8670,客户经理,范德金智(北京)国际管理咨询有限公司 ,100-499人,股份制企业,10000.0,1-3年,2,大专,全职,True,False,False,True,False,False,False,False,False
8671,大客户经理,北京中嘉和信通信技术有限公司 ,20-99人,民营,9500.0,1-3年,5,大专,全职,True,False,False,True,False,True,False,False,False
8672,客户经理,北京瑞动信息咨询中心(有限合伙) ,20-99人,合资,17500.5,3-5年,10,大专,全职,True,False,False,True,False,False,False,False,False
8673,客户经理,星光物语(北京)电子商务有限公司 ,100-499人,民营,7500.0,1-3年,1,大专,全职,True,False,False,False,True,True,True,False,False
8674,客户经理,北京千山茶仓信息科技有限公司 ,20-99人,民营,10000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8675,客户经理市场销售,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,10,大专,全职,True,False,False,True,False,True,True,False,False
8676,高级客户经理,《中国企业家》杂志社 ,100-499人,国企,15000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
8677,客户经理,《中国企业家》杂志社 ,100-499人,国企,8500.0,3-5年,5,本科,全职,True,False,False,True,False,True,False,True,False
8678,资深客户经理,《中国企业家》杂志社 ,100-499人,国企,11000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
8679,销售经理,心怡科技股份有限公司 ,10000人以上,民营,11500.0,不限,1,大专,全职,True,False,False,True,False,False,False,False,False
8680,IDC网络资源客户经理,北京华夏雅库网络科技股份有限公司 ,20-99人,股份制企业,10000.0,不限,12,大专,全职,True,False,False,False,True,False,True,False,False
8681,销售经理,北京易咖科技有限公司 ,20-99人,民营,12500.5,1-3年,50,本科,全职,True,False,False,True,True,False,False,False,True
8682,客户经理,北京互动百科网络技术股份有限公司 ,500-999人,上市公司,9000.0,不限,3,不限,全职,True,False,False,True,False,True,False,False,False
8683,客户经理,北京月亮湖投资担保有限公司 ,20-99人,民营,6500.0,不限,10,不限,全职,False,False,False,False,False,False,True,False,False
8684,市场经理,北京川盛天华投资咨询有限公司 ,500-999人,股份制企业,7000.5,不限,1,不限,全职,True,False,True,False,False,False,False,False,False
8685,我爱我家直聘店经理,北京爱家营企业管理有限公司百子湾分公司 ,10000人以上,股份制企业,17500.5,1-3年,8,大专,全职,True,False,True,False,False,False,False,False,False
8686,中国人寿优才计划客户经理10-20万保底年薪,中国人寿保险股份有限公司北京市分公司朝阳金台北街营销服务部 ,10000人以上,上市公司,25000.5,不限,5,大专,全职,False,False,True,True,True,False,False,False,False
8687,客户经理（AM）,北京中海智胜体育发展有限公司 ,20-99人,民营,9000.0,3-5年,4,大专,全职,True,False,True,False,True,True,False,True,False
8688,客户经理,北京日益盛投资管理有限公司工体北路营业部 ,10000人以上,民营,9000.5,1-3年,3,大专,全职,True,False,True,True,False,False,False,False,False
8689,客户经理,北京华博信国际咨询有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
8690,客户经理（中小学方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
8691,大客户经理（企事业单位方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
8692,客户经理,北京开心易购商贸有限公司 ,20-99人,民营,7000.5,1-3年,3,不限,全职,False,False,False,True,False,False,False,True,False
8693,高级客户经理,华夏云卫(北京)技术有限公司 ,20-99人,民营,15000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8694,客户代表+运营+市场+销售,北京动因体育科技有限公司 ,1000-9999人,民营,9000.5,1年以下,20,大专,全职,False,False,True,False,True,False,False,False,True
8695,客户经理,北京海科天地网络技术开发中心 ,1000-9999人,国企,7000.5,不限,1,大专,全职,False,False,True,True,True,False,False,False,False
8696,高级客户/销售经理,闳约深美（北京）装饰设计有限公司 ,20-99人,民营,12500.5,1-3年,4,大专,全职,True,False,True,False,False,False,False,False,False
8697,客户经理,北京市外商投资企业服务中心 ,100-499人,事业单位,5000.5,不限,2,不限,全职,False,False,False,False,False,False,False,False,False
8698,客户经理,北京外设天下电子商务有限公司 ,20-99人,民营,5000.5,不限,1,本科,全职,True,False,False,False,False,False,False,True,False
8699,客户经理,北京极客邦科技有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,False,True,True,False,False
8700,客户经理,北京容大友信科技有限公司 ,20-99人,民营,8000.0,不限,3,不限,全职,True,False,False,True,True,False,False,False,False
8701,客户经理,深圳市中旭企业管理股份有限公司北京咨询分公司 ,20-99人,民营,6000.0,不限,10,不限,全职,True,False,True,True,True,False,False,False,False
8702,客户经理,北京瑞瀚资产管理有限公司 ,20-99人,民营,6000.0,不限,3,大专,全职,True,False,True,True,False,True,True,False,False
8703,教育行业大客户经理,宏碁电脑（上海）有限公司 acer computer (shanghai)Ltd. ,500-999人,外商独资,12500.5,3-5年,1,本科,全职,True,False,True,False,False,False,False,True,False
8704,客户经理,北京力坚消防科技有限公司 ,20-99人,外商独资,7000.5,不限,1,大专,全职,True,False,False,True,True,True,True,False,False
8705,客户经理,北京必浩得知识产权代理有限公司 ,20-99人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,True,True,False,False,False
8706,接受18届实习生 销售储备干部,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,5,本科,全职,True,False,True,False,True,False,False,False,False
8707,私人高端理财顾问,北京源石创世财富资产管理有限公司 ,1000-9999人,上市公司,5000.5,1-3年,5,本科,全职,True,False,True,False,True,False,False,False,False
8708,客户经理,北京聚优世纪网络科技有限公司 ,20-99人,民营,5000.0,不限,3,大专,全职,True,False,True,True,False,True,False,False,False
8709,广告客户经理（SSP）,道有道(北京)科技股份有限公司 ,100-499人,上市公司,11500.0,1-3年,2,本科,全职,True,False,False,False,True,True,True,False,False
8710,工程咨询客户经理,北京国融兴华工程项目管理有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,True,True,True,True,False,False,False
8711,客户经理,北京易成时代科技有限公司 ,100-499人,股份制企业,17500.5,1-3年,20,大专,全职,True,False,False,False,False,False,True,True,False
8712,客户经理（五险一金+双休）,高塔品牌顾问(北京)有限公司 ,100-499人,民营,7000.5,不限,1,不限,全职,True,False,False,False,False,True,True,False,False
8713,客户经理,工汇(北京)科技有限公司 ,100-499人,民营,7000.5,不限,10,大专,全职,True,False,False,True,True,True,True,False,False
8714,项目经理,北京华融达科技有限公司 ,20-99人,民营,10000.0,1-3年,5,大专,全职,False,False,False,False,False,False,False,False,False
8715,客户经理,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,5,大专,全职,True,False,False,False,False,True,True,False,False
8716,客户经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,7000.5,1-3年,1,本科,全职,True,False,False,True,False,True,True,False,False
8717,1001客户经理,北京字节跳动科技有限公司 ,10000人以上,民营,9000.5,不限,5,大专,全职,False,False,False,False,True,True,False,False,False
8718,业务经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,12500.5,1-3年,3,本科,全职,True,False,False,False,False,False,True,False,False
8719,市场开发经理,上唐海外工程有限公司 ,100-499人,民营,8000.0,1-3年,3,大专,全职,True,False,True,False,False,True,False,True,False
8720,云计算大客户经理,北京环宇数通科技有限公司 ,100-499人,民营,9000.0,1-3年,5,大专,全职,False,False,False,True,True,True,True,False,False
8721,销售总监经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,3-5年,3,本科,全职,True,False,True,True,True,False,False,False,False
8722,客户经理,平安普惠信息服务有限公司北京丰台北路分公司 ,10000人以上,上市公司,25000.5,不限,2,大专,全职,False,False,False,False,True,False,False,False,False
8723,招商经理,北京易贝乐科技文化股份有限公司 ,100-499人,合资,17500.5,不限,1,不限,全职,True,False,False,False,True,True,False,False,False
8724,高级客户经理,北京恒远鑫达信息咨询有限公司第三分公司 ,1000-9999人,民营,7000.5,不限,10,不限,全职,True,False,False,True,False,False,False,False,False
8725,客户经理,北京安信卓越信息咨询有限公司 ,1000-9999人,民营,12500.5,1-3年,1,大专,全职,True,False,True,True,True,False,False,False,False
8726,商务经理,北京世玩互娱信息技术有限公司 ,20-99人,外商独资,12000.0,1-3年,10,本科,全职,True,False,False,True,False,True,False,False,False
8727,客户经理,北京华信博达管理顾问有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
8728,客户经理,北京瑞科润业信息科技有限公司 ,100-499人,民营,7000.5,3-5年,10,本科,全职,True,False,False,False,True,False,False,False,False
8729,客户经理,北京民生智库科技信息咨询有限公司 ,20-99人,民营,7000.0,1-3年,3,大专,全职,True,False,True,False,False,False,False,False,False
8730,销售经理,华融普瑞(北京)科技有限公司 ,20-99人,民营,12500.5,5-10年,1,本科,全职,True,False,True,True,False,True,True,True,False
8731,客户经理,范德金智(北京)国际管理咨询有限公司 ,100-499人,股份制企业,10000.0,1-3年,2,大专,全职,True,False,False,True,False,False,False,False,False
8732,大客户经理,北京中嘉和信通信技术有限公司 ,20-99人,民营,9500.0,1-3年,5,大专,全职,True,False,False,True,False,True,False,False,False
8733,客户经理,北京瑞动信息咨询中心(有限合伙) ,20-99人,合资,17500.5,3-5年,10,大专,全职,True,False,False,True,False,False,False,False,False
8734,财富顾问-北京第一分公司,普信资产管理有限公司 ,1000-9999人,民营,10500.0,1-3年,6,大专,全职,True,False,False,True,False,False,False,False,False
8735,客户经理,星光物语(北京)电子商务有限公司 ,100-499人,民营,7500.0,1-3年,1,大专,全职,True,False,False,False,True,True,True,False,False
8736,客户经理,北京千山茶仓信息科技有限公司 ,20-99人,民营,10000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8737,客户经理,《中国企业家》杂志社 ,100-499人,国企,8500.0,3-5年,5,本科,全职,True,False,False,True,False,True,False,True,False
8738,高级客户经理,《中国企业家》杂志社 ,100-499人,国企,15000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
8739,客户经理市场销售,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,10,大专,全职,True,False,False,True,False,True,True,False,False
8740,资深客户经理,《中国企业家》杂志社 ,100-499人,国企,11000.0,5-10年,3,本科,全职,True,False,False,True,False,True,False,True,False
8741,销售经理,心怡科技股份有限公司 ,10000人以上,民营,11500.0,不限,1,大专,全职,True,False,False,True,False,False,False,False,False
8742,IDC网络资源客户经理,北京华夏雅库网络科技股份有限公司 ,20-99人,股份制企业,10000.0,不限,12,大专,全职,True,False,False,False,True,False,True,False,False
8743,销售经理,北京易咖科技有限公司 ,20-99人,民营,12500.5,1-3年,50,本科,全职,True,False,False,True,True,False,False,False,True
8744,客户经理,北京互动百科网络技术股份有限公司 ,500-999人,上市公司,9000.0,不限,3,不限,全职,True,False,False,True,False,True,False,False,False
8745,市场经理,北京川盛天华投资咨询有限公司 ,500-999人,股份制企业,7000.5,不限,1,不限,全职,True,False,True,False,False,False,False,False,False
8746,我爱我家直聘店经理,北京爱家营企业管理有限公司百子湾分公司 ,10000人以上,股份制企业,17500.5,1-3年,8,大专,全职,True,False,True,False,False,False,False,False,False
8747,中国人寿优才计划客户经理10-20万保底年薪,中国人寿保险股份有限公司北京市分公司朝阳金台北街营销服务部 ,10000人以上,上市公司,25000.5,不限,5,大专,全职,False,False,True,True,True,False,False,False,False
8748,客户经理（AM）,北京中海智胜体育发展有限公司 ,20-99人,民营,9000.0,3-5年,4,大专,全职,True,False,True,False,True,True,False,True,False
8749,客户经理,北京日益盛投资管理有限公司工体北路营业部 ,10000人以上,民营,9000.5,1-3年,3,大专,全职,True,False,True,True,False,False,False,False,False
8750,客户经理,北京月亮湖投资担保有限公司 ,20-99人,民营,6500.0,不限,10,不限,全职,False,False,False,False,False,False,True,False,False
8751,客户经理,北京华博信国际咨询有限公司 ,100-499人,民营,6000.0,1-3年,10,本科,全职,False,False,False,False,False,False,False,False,False
8752,客户经理（中小学方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
8753,客户经理,北京开心易购商贸有限公司 ,20-99人,民营,7000.5,1-3年,3,不限,全职,False,False,False,True,False,False,False,True,False
8754,大客户经理（企事业单位方向）,北京星光拓诚投资有限公司 ,100-499人,股份制企业,7000.5,3-5年,3,本科,全职,False,False,True,True,True,True,False,False,False
8755,高级客户经理,华夏云卫(北京)技术有限公司 ,20-99人,民营,15000.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8756,客户代表+运营+市场+销售,北京动因体育科技有限公司 ,1000-9999人,民营,9000.5,1年以下,20,大专,全职,False,False,True,False,True,False,False,False,True
8757,客户经理,北京海科天地网络技术开发中心 ,1000-9999人,国企,7000.5,不限,1,大专,全职,False,False,True,True,True,False,False,False,False
8758,高级客户/销售经理,闳约深美（北京）装饰设计有限公司 ,20-99人,民营,12500.5,1-3年,4,大专,全职,True,False,True,False,False,False,False,False,False
8759,客户经理,北京市外商投资企业服务中心 ,100-499人,事业单位,5000.5,不限,2,不限,全职,False,False,False,False,False,False,False,False,False
8760,客户经理,北京外设天下电子商务有限公司 ,20-99人,民营,5000.5,不限,1,本科,全职,True,False,False,False,False,False,False,True,False
8761,客户经理,北京极客邦科技有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,False,True,True,False,False
8762,客户经理,北京容大友信科技有限公司 ,20-99人,民营,8000.0,不限,3,不限,全职,True,False,False,True,True,False,False,False,False
8763,客户经理,深圳市中旭企业管理股份有限公司北京咨询分公司 ,20-99人,民营,6000.0,不限,10,不限,全职,True,False,True,True,True,False,False,False,False
8764,客户经理,北京瑞瀚资产管理有限公司 ,20-99人,民营,6000.0,不限,3,大专,全职,True,False,True,True,False,True,True,False,False
8765,教育行业大客户经理,宏碁电脑（上海）有限公司 acer computer (shanghai)Ltd. ,500-999人,外商独资,12500.5,3-5年,1,本科,全职,True,False,True,False,False,False,False,True,False
8766,客户经理,北京必浩得知识产权代理有限公司 ,20-99人,民营,9000.5,1-3年,1,本科,全职,True,False,False,False,True,True,False,False,False
8767,客户经理,北京力坚消防科技有限公司 ,20-99人,外商独资,7000.5,不限,1,大专,全职,True,False,False,True,True,True,True,False,False
8768,接受18届实习生 销售储备干部,北京链家房地产经纪有限公司 ,10000人以上,民营,12500.5,不限,5,本科,全职,True,False,True,False,True,False,False,False,False
8769,私人高端理财顾问,北京源石创世财富资产管理有限公司 ,1000-9999人,上市公司,5000.5,1-3年,5,本科,全职,True,False,True,False,True,False,False,False,False
8770,客户经理,北京聚优世纪网络科技有限公司 ,20-99人,民营,5000.0,不限,3,大专,全职,True,False,True,True,False,True,False,False,False
8771,工程咨询客户经理,北京国融兴华工程项目管理有限公司 ,100-499人,民营,9000.5,1-3年,1,本科,全职,True,False,True,True,True,True,False,False,False
8772,客户经理,北京易成时代科技有限公司 ,100-499人,股份制企业,17500.5,1-3年,20,大专,全职,True,False,False,False,False,False,True,True,False
8773,广告客户经理（SSP）,道有道(北京)科技股份有限公司 ,100-499人,上市公司,11500.0,1-3年,2,本科,全职,True,False,False,False,True,True,True,False,False
8774,客户经理（五险一金+双休）,高塔品牌顾问(北京)有限公司 ,100-499人,民营,7000.5,不限,1,不限,全职,True,False,False,False,False,True,True,False,False
8775,客户经理,工汇(北京)科技有限公司 ,100-499人,民营,7000.5,不限,10,大专,全职,True,False,False,True,True,True,True,False,False
8776,项目经理,北京华融达科技有限公司 ,20-99人,民营,10000.0,1-3年,5,大专,全职,False,False,False,False,False,False,False,False,False
8777,客户经理,北京医生有限责任公司 ,20-99人,国企,7000.5,1-3年,5,大专,全职,True,False,False,False,False,True,True,False,False
8778,业务经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,12500.5,1-3年,3,本科,全职,True,False,False,False,False,False,True,False,False
8779,1001客户经理,北京字节跳动科技有限公司 ,10000人以上,民营,9000.5,不限,5,大专,全职,False,False,False,False,True,True,False,False,False
8780,客户经理,北京知为先项目管理咨询有限公司 ,100-499人,股份制企业,7000.5,1-3年,1,本科,全职,True,False,False,True,False,True,True,False,False
8781,发行区域经理,北京双螺旋文化交流有限公司 ,20-99人,民营,6000.0,1-3年,3,大专,全职,True,False,False,True,True,True,False,True,False
8782,营销副总,北京万方云科技有限公司 ,100-499人,上市公司,22500.0,3-5年,1,本科,全职,True,False,True,False,False,False,False,False,False
8783,销售总监,戴尔曼德(北京)设备有限公司 ,20人以下,民营,10000.0,3-5年,5,不限,全职,True,False,False,True,False,False,False,False,False
8784,大区经理/区域经理,北京易德筑科技有限公司 ,100-499人,民营,7500.0,5-10年,1,大专,全职,False,False,False,True,False,False,False,False,False
8785,大区经理,北京金福腾科技有限公司 ,100-499人,民营,9000.5,5-10年,5,大专,全职,True,False,False,False,False,False,False,False,False
8786,团队经理,联联资本有限公司 ,100-499人,国企,25000.5,5-10年,1,本科,全职,True,False,True,True,False,False,False,False,False
8787,院校渠道合作经理,智朗瑞博(北京)科技有限公司 ,20-99人,民营,12500.5,1-3年,3,大专,全职,True,False,False,True,False,True,True,False,False
8788,区域销售总监,北京来为科技股份有限公司 ,20-99人,股份制企业,17500.5,不限,3,不限,全职,True,False,True,False,True,False,False,False,True
8789,销售总监,北京来为科技股份有限公司 ,20-99人,股份制企业,17500.5,5-10年,5,大专,全职,True,False,False,True,True,False,False,True,False
8790,省级区域经理（广西）,加仑特石油化工(北京)有限公司 ,100-499人,民营,6000.0,5-10年,1,大专,全职,False,False,True,False,True,False,False,False,False
8791,区域招商总监（K12领域）,北京卓育英才教育科技有限公司 ,100-499人,民营,22500.0,5-10年,1,本科,全职,True,False,True,False,True,False,False,False,True
8792,车用润滑油大区销售总监,联合石化(广州)有限公司 ,20-99人,合资,9000.5,5-10年,1,大专,全职,True,False,False,False,True,False,False,False,True
8793,充电桩设备营销总监,北汽特来电(北京)新能源科技有限公司 ,1000-9999人,上市公司,12500.5,5-10年,1,不限,全职,False,False,False,False,False,False,False,False,False
8794,销售总监,牟特科技(北京)有限公司 ,20-99人,股份制企业,12500.5,5-10年,1,本科,全职,True,False,False,True,False,False,False,True,False
8795,华南片区销售总监（药业）,北京康益药业有限公司 ,20-99人,民营,40000.5,5-10年,1,大专,全职,True,False,True,False,True,False,True,False,False
8796,区域总监,欧亚绿邦(北京)科技有限公司 ,20-99人,民营,25000.0,3-5年,2,不限,全职,False,False,True,False,False,False,True,False,False
8797,销售总监,中铁保险经纪有限责任公司北京分公司 ,20-99人,民营,17500.5,5-10年,1,大专,全职,True,False,False,False,False,True,True,True,False
8798,区域经理（华中）,北京网库信息技术股份有限公司 ,1000-9999人,上市公司,11500.0,5-10年,1,大专,全职,True,False,False,True,False,True,True,False,True
8799,财富中心总经理,北京微动利基金销售有限公司 ,500-999人,民营,30000.0,5-10年,5,本科,全职,True,False,False,False,False,True,False,False,False
8800,旅游景区营销总监,兴化市爱家千垛景区旅游管理有限公司 ,1000-9999人,民营,15000.0,5-10年,1,大专,全职,False,False,False,False,False,False,False,False,False
8801,销售总监,智搜天机(北京)信息技术有限公司 ,20人以下,民营,20000.0,3-5年,1,大专,全职,True,False,False,False,True,False,True,True,False
8802,区域站负责人,时尚美空网络文化传播股份有限公司 ,100-499人,民营,37500.0,5-10年,1,大专,全职,True,False,False,False,False,False,False,True,False
8803,区域经理,北京纽曼腾飞科技有限公司 ,500-999人,民营,7000.5,1-3年,1,大专,全职,False,False,False,False,False,False,False,False,False
8804,营销总监,兴化市爱家千垛景区旅游管理有限公司 ,1000-9999人,民营,15000.0,5-10年,10,大专,全职,False,False,False,False,False,False,False,False,False
8805,区域销售总监,北京清幼教育科技有限公司 ,20-99人,股份制企业,75000.0,1-3年,10,本科,全职,True,False,False,True,False,False,False,False,False
8806,业务合伙人（全国区域）,中铁保险经纪有限责任公司北京分公司 ,20-99人,民营,40000.0,10年以上,10,大专,全职,True,False,False,False,False,True,True,True,False
8807,营销总监,北京艺荣荣文化传播有限公司 ,20人以下,民营,11500.0,3-5年,1,本科,全职,True,False,True,True,False,False,False,False,False
8808,战略合作部负责人,时尚美空网络文化传播股份有限公司 ,100-499人,民营,37500.0,5-10年,1,本科,全职,True,False,False,False,False,False,False,True,False
8809,销售总监,见心堂(北京)科贸有限公司 ,20-99人,股份制企业,40000.5,3-5年,1,本科,全职,True,False,False,False,False,False,False,False,False
8810,区域销售总监（网络信息安全服务）,北京红戎信安技术有限公司 ,20-99人,民营,12500.5,3-5年,1,本科,全职,True,False,False,False,False,True,True,False,False
8811,运营大区经理,北京卡乐花儿舞蹈培训中心 ,20-99人,民营,11500.0,不限,3,大专,全职,False,False,False,False,True,False,False,True,False
8812,售电业务代理（售电北京市代理）,深圳鹏达信能源环保科技有限公司 ,20-99人,民营,125000.5,不限,1,不限,全职,True,False,True,True,False,False,False,False,False
8813,营销总监,北京黎马敦太平洋包装有限公司 ,100-499人,合资,12500.0,3-5年,3,大专,全职,True,False,False,False,False,False,False,False,False
8814,区域销售总监,北京东方润泽生态科技股份有限公司 ,100-499人,上市公司,12500.5,5-10年,1,大专,全职,True,False,False,False,False,True,False,True,False
8815,区域总监+五险+双休,北京至诚汇金投资咨询有限公司 ,500-999人,股份制企业,40000.0,5-10年,1,大专,全职,True,False,True,True,False,False,False,False,False
8816,高薪诚聘/北美海外房产业务总监,北京通达环宇投资咨询有限公司 ,20-99人,股份制企业,25000.5,5-10年,1,本科,全职,False,False,False,True,False,True,False,False,False
8817,华北区域销售总监,北京豪迈生物工程股份有限公司 ,20-99人,民营,17500.5,5-10年,1,本科,全职,True,False,True,True,True,True,False,True,False
8818,区域销售经理,北京德瑞恩钻石有限公司 ,1000-9999人,民营,17500.5,5-10年,1,不限,全职,True,False,False,False,False,True,False,False,False
8819,销售总监,才兴邦科技有限公司 ,20-99人,民营,17500.0,5-10年,1,大专,全职,True,False,False,False,True,True,False,True,True
8820,销区经理,北京机械工业自动化研究所有限公司 ,500-999人,国企,15000.0,3-5年,1,本科,校园,True,False,False,False,False,True,True,False,False
8821,销售总监,北京中投互贸投资有限公司 ,20-99人,保密,12000.0,1-3年,6,本科,全职,False,False,False,False,False,False,False,False,False
8822,销售总监,北京龙昕经济信息咨询有限公司 ,20-99人,民营,20000.0,5-10年,1,本科,全职,True,False,False,True,False,True,False,False,False
8823,销售总监,北京富迪伟业科技有限公司 ,20-99人,民营,9000.5,1-3年,1,不限,全职,False,False,True,False,False,True,True,False,False
8824,销售总监,北京橙明科技有限公司 ,20-99人,民营,17500.5,3-5年,1,大专,全职,True,False,True,True,True,False,False,True,False
8825,区域总监,首成联合资本管理(北京)有限公司 ,100-499人,民营,25000.5,3-5年,2,本科,全职,True,False,True,True,True,False,False,False,False
8826,区域经理,中汇五通(北京)信息管理咨询有限公司 ,100-499人,民营,25000.5,5-10年,1,大专,全职,False,False,False,False,False,False,False,False,False
